rank,game,stack_size,players,teams,pitcher,stack_type,simulation_stack_type,base_stack_score,avg_player_hr_probability,simulated_any_hr_probability,simulated_all_hr_probability,adjusted_all_hr_probability,correlation_boost,avg_ev_percent,simulation_stack_score,simulation_stack_grade,payout_profile
1054,Arizona Diamondbacks @ Texas Rangers,4,Jake Burger + Josh Jung + Evan Carter + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.50,9.74%,33.66%,0.0087%,0.0105%,20.00%,-29.32%,60.54,SIM_THIN_4MAN,NO_ODDS
1055,Chicago Cubs @ Atlanta Braves,4,Seiya Suzuki + Dansby Swanson + Carson Kelly + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.79,10.27%,35.20%,0.0109%,0.0131%,19.59%,-35.48%,60.53,SIM_THIN_4MAN,NO_ODDS
1056,Chicago Cubs @ Atlanta Braves,2,Michael Busch + Carson Kelly,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.26,10.01%,19.03%,0.9885%,1.1896%,20.34%,-34.77%,60.52,SIM_THIN_2MAN,NO_ODDS
1057,Arizona Diamondbacks @ Texas Rangers,4,Brandon Nimmo + Josh Jung + Evan Carter + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.63,9.63%,33.34%,0.0084%,0.0101%,20.04%,-27.01%,60.52,SIM_THIN_4MAN,NO_ODDS
1058,Arizona Diamondbacks @ Texas Rangers,4,Corey Seager + Ezequiel Duran + Gabriel Moreno + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.53,9.52%,33.10%,0.0072%,0.0086%,20.03%,-20.96%,60.52,SIM_THIN_4MAN,NO_ODDS
1059,Chicago Cubs @ Atlanta Braves,4,Pete Crow-Armstrong + Michael Busch + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,55.67,8.90%,31.20%,0.0053%,0.0064%,20.17%,-32.54%,60.50,SIM_THIN_4MAN,NO_ODDS
1060,Arizona Diamondbacks @ Texas Rangers,4,Corey Seager + Josh Jung + Adrian Del Castillo + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.58,9.72%,33.70%,0.0076%,0.0091%,20.01%,-31.19%,60.49,SIM_THIN_4MAN,NO_ODDS
1061,Tampa Bay Rays @ Toronto Blue Jays,3,Kazuma Okamoto + Vladimir Guerrero Jr. + George Springer,Toronto Blue Jays,Griffin Jax,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,55.50,10.26%,27.82%,0.0992%,0.1190%,19.97%,-41.80%,60.48,SIM_THIN_3MAN,NO_ODDS
1062,Arizona Diamondbacks @ Texas Rangers,3,Corey Seager + Evan Carter + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.74,10.48%,28.36%,0.1057%,0.1270%,20.12%,-24.05%,60.47,SIM_THIN_3MAN,NO_ODDS
1063,Chicago Cubs @ Atlanta Braves,4,Seiya Suzuki + Dansby Swanson + Alex Bregman + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.78,10.29%,35.26%,0.0110%,0.0132%,19.59%,-37.63%,60.47,SIM_THIN_4MAN,NO_ODDS
1064,Arizona Diamondbacks @ Texas Rangers,3,Joc Pederson + Josh Jung + Evan Carter,Texas Rangers,Ryne Nelson,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,55.70,9.82%,26.68%,0.0941%,0.1130%,20.08%,-28.18%,60.45,SIM_THIN_3MAN,NO_ODDS
1065,Arizona Diamondbacks @ Texas Rangers,3,Ketel Marte + Jake Burger + Gabriel Moreno,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.63,10.60%,28.60%,0.1138%,0.1367%,20.06%,-27.00%,60.45,SIM_THIN_3MAN,NO_ODDS
1066,Chicago Cubs @ Atlanta Braves,4,Pete Crow-Armstrong + Michael Busch + Alex Bregman + Nico Hoerner,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,55.66,8.92%,31.26%,0.0054%,0.0065%,20.17%,-34.70%,60.44,SIM_THIN_4MAN,NO_ODDS
1067,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Ketel Marte + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.80,10.46%,28.25%,0.1097%,0.1317%,20.12%,-23.91%,60.44,SIM_THIN_3MAN,NO_ODDS
1068,Arizona Diamondbacks @ Texas Rangers,4,Ketel Marte + Jake Burger + Evan Carter + Nolan Arenado,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.47,9.78%,33.84%,0.0081%,0.0098%,19.97%,-32.87%,60.44,SIM_THIN_4MAN,NO_ODDS
1069,Chicago Cubs @ Atlanta Braves,4,Dansby Swanson + Pete Crow-Armstrong + Michael Busch + Michael Harris II,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.86,10.13%,34.78%,0.0104%,0.0125%,19.65%,-33.53%,60.43,SIM_THIN_4MAN,NO_ODDS
1070,Chicago Cubs @ Atlanta Braves,2,Michael Busch + Alex Bregman,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,56.25,10.05%,19.10%,0.9975%,1.2003%,20.33%,-39.08%,60.42,SIM_THIN_2MAN,NO_ODDS
1071,Chicago Cubs @ Atlanta Braves,4,Dansby Swanson + Michael Busch + Carson Kelly + Nico Hoerner,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,55.71,8.80%,30.90%,0.0051%,0.0062%,20.19%,-30.68%,60.42,SIM_THIN_4MAN,NO_ODDS
1072,Arizona Diamondbacks @ Texas Rangers,4,Brandon Nimmo + Ketel Marte + Evan Carter + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.60,9.68%,33.51%,0.0078%,0.0094%,20.02%,-30.55%,60.42,SIM_THIN_4MAN,NO_ODDS
1073,Arizona Diamondbacks @ Texas Rangers,4,Corbin Carroll + Jake Burger + Gabriel Moreno + Nolan Arenado,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.44,9.69%,33.57%,0.0077%,0.0092%,19.97%,-28.65%,60.41,SIM_THIN_4MAN,NO_ODDS
1074,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Jake Burger + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.79,10.40%,28.10%,0.1079%,0.1297%,20.13%,-22.52%,60.40,SIM_THIN_3MAN,NO_ODDS
1075,Arizona Diamondbacks @ Texas Rangers,4,Brandon Nimmo + Corbin Carroll + Gabriel Moreno + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.57,9.58%,33.25%,0.0074%,0.0089%,20.01%,-26.33%,60.40,SIM_THIN_4MAN,NO_ODDS
1076,Arizona Diamondbacks @ Texas Rangers,3,Corbin Carroll + Ketel Marte + Ezequiel Duran,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.75,10.62%,28.65%,0.1110%,0.1333%,20.09%,-30.58%,60.39,SIM_THIN_3MAN,NO_ODDS
1077,Arizona Diamondbacks @ Texas Rangers,4,Brandon Nimmo + Jake Burger + Evan Carter + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.59,9.63%,33.37%,0.0077%,0.0093%,20.03%,-29.51%,60.38,SIM_THIN_4MAN,NO_ODDS
1078,Arizona Diamondbacks @ Texas Rangers,4,Ketel Marte + Joc Pederson + Ezequiel Duran + Gabriel Moreno,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.53,9.54%,33.08%,0.0077%,0.0092%,20.01%,-24.45%,60.37,SIM_THIN_4MAN,NO_ODDS
1079,Chicago Cubs @ Atlanta Braves,4,Dansby Swanson + Michael Busch + Alex Bregman + Nico Hoerner,Chicago Cubs,JR Ritchie,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,55.70,8.82%,30.96%,0.0052%,0.0062%,20.18%,-32.83%,60.36,SIM_THIN_4MAN,NO_ODDS
1080,Arizona Diamondbacks @ Texas Rangers,3,Corbin Carroll + Jake Burger + Ezequiel Duran,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.73,10.55%,28.50%,0.1093%,0.1312%,20.10%,-29.19%,60.34,SIM_THIN_3MAN,NO_ODDS
1081,Arizona Diamondbacks @ Texas Rangers,4,Ketel Marte + Joc Pederson + Josh Jung + Nolan Arenado,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.58,9.73%,33.68%,0.0081%,0.0098%,20.00%,-34.68%,60.34,SIM_THIN_4MAN,NO_ODDS
1082,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Corbin Carroll + Ezequiel Duran,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.90,10.41%,28.15%,0.1053%,0.1265%,20.15%,-26.10%,60.33,SIM_THIN_3MAN,NO_ODDS
1083,Arizona Diamondbacks @ Texas Rangers,4,Joc Pederson + Jake Burger + Ezequiel Duran + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.51,9.49%,32.93%,0.0076%,0.0091%,20.02%,-23.41%,60.33,SIM_THIN_4MAN,NO_ODDS
1084,Chicago Cubs @ Atlanta Braves,4,Moisés Ballesteros + Pete Crow-Armstrong + Carson Kelly + Michael Harris II,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.91,9.98%,34.35%,0.0097%,0.0116%,19.66%,-29.62%,60.33,SIM_THIN_4MAN,NO_ODDS
1085,Chicago Cubs @ Atlanta Braves,4,Ian Happ + Moisés Ballesteros + Nico Hoerner + Michael Harris II,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.55,10.00%,34.57%,0.0078%,0.0093%,19.59%,-27.01%,60.33,SIM_THIN_4MAN,NO_ODDS
1086,Arizona Diamondbacks @ Texas Rangers,3,Ketel Marte + Jake Burger + Adrian Del Castillo,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.58,10.69%,28.79%,0.1173%,0.1408%,20.03%,-32.24%,60.32,SIM_THIN_3MAN,NO_ODDS
1087,Arizona Diamondbacks @ Texas Rangers,4,Corbin Carroll + Jake Burger + Adrian Del Castillo + Nolan Arenado,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.39,9.75%,33.75%,0.0079%,0.0095%,19.94%,-32.58%,60.32,SIM_THIN_4MAN,NO_ODDS
1088,Arizona Diamondbacks @ Texas Rangers,3,Brandon Nimmo + Ketel Marte + Adrian Del Castillo,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.75,10.54%,28.45%,0.1131%,0.1358%,20.08%,-29.15%,60.31,SIM_THIN_3MAN,NO_ODDS
1089,Arizona Diamondbacks @ Texas Rangers,4,Brandon Nimmo + Joc Pederson + Ezequiel Duran + Gabriel Moreno,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.64,9.38%,32.61%,0.0073%,0.0087%,20.06%,-21.09%,60.31,SIM_THIN_4MAN,NO_ODDS
1090,Arizona Diamondbacks @ Texas Rangers,4,Joc Pederson + Jake Burger + Josh Jung + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.57,9.69%,33.54%,0.0080%,0.0096%,20.01%,-33.64%,60.30,SIM_THIN_4MAN,NO_ODDS
1091,Arizona Diamondbacks @ Texas Rangers,4,Brandon Nimmo + Corbin Carroll + Adrian Del Castillo + Nolan Arenado,Texas Rangers / Arizona Diamondbacks,Ryne Nelson / Kumar Rocker,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.52,9.64%,33.43%,0.0076%,0.0091%,19.98%,-30.26%,60.30,SIM_THIN_4MAN,NO_ODDS
1092,Chicago Cubs @ Atlanta Braves,4,Pete Crow-Armstrong + Michael Busch + Carson Kelly + Matt Olson,Chicago Cubs / Atlanta Braves,JR Ritchie / Shota Imanaga,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,49.63,10.25%,35.14%,0.0109%,0.0130%,19.54%,-37.27%,60.30,SIM_THIN_4MAN,NO_ODDS
1093,Arizona Diamondbacks @ Texas Rangers,3,Ketel Marte + Joc Pederson + Evan Carter,Arizona Diamondbacks / Texas Rangers,Kumar Rocker / Ryne Nelson,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,50.74,10.50%,28.34%,0.1135%,0.1363%,20.10%,-28.71%,60.29,SIM_THIN_3MAN,NO_ODDS
