rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_game_key,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier
130,2026-05-13,2026,J.P. Crawford,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Tatsuya Imai,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,1300,Caesars,7.14,25.43,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""J.P. Crawford"",""player_key"":""jp crawford"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""1300"",""book"":""Caesars"",""consensus_odds"":""1100"",""trusted_books_count"":""3"",""trusted_books"":""Caesars:+1300 | DraftKings:+1100 | FanDuel:+1000"",""raw_books_seen"":""Caesars:+1300 | DraftKings:+1100 | FanDuel:+1000 | BetMGM:+675 | Caesars:+1300"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,4,10.7,7.59,2.06,6.45,9.21,5.63,12.66,10.12,0.84,77.48,ATTACK,77.48,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,,0.00,NO_MATCH,houston astros vs seattle mariners,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,60.02,NEUTRAL,77.77,LIVE,35.52,FRESH,117,7.0,6,2,1,1,0,Cody Bolton 50 pitches 1 app,5.51,1.58,1.36,9.09,Opponent bullpen NEUTRAL | Quality LIVE | Fatigue FRESH,70.50,0.00,55.00,77.48,59.00,50.00,50.00,52.00,25.43,LONGSHOT
131,2026-05-13,2026,Junior Caminero,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,away,0,Patrick Corbin,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,367,DraftKings,21.41,25.42,matched_local,10.6,43.9,91.4,0.5,,10.1,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Junior Caminero"",""player_key"":""junior caminero"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""367"",""book"":""DraftKings"",""consensus_odds"":""355"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+367 | FanDuel:+360 | Caesars:+350 | BetMGM:+310"",""raw_books_seen"":""Caesars:+850 | DraftKings:+800 | FanDuel:+700 | DraftKings:+367 | FanDuel:+360 | Caesars:+350 | BetMGM:+310 | BetMGM:+270 | Caesars:+850"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,7,34.3,3.93,1.40,4.97,6.97,4.20,5.77,2.62,0.79,45.65,NEUTRAL,45.65,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,tampa bay rays vs toronto blue jays,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,58.06,NEUTRAL,48.88,NEUTRAL,70.74,TIRED,184,12.0,7,2,2,2,0,Tommy Nance 40 pitches 2 app | Eric Lauer 80 pitches 1 app,4.19,1.30,1.03,9.06,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue TIRED,100.00,0.00,41.51,45.65,62.00,50.00,50.00,52.00,25.42,LONGSHOT
132,2026-05-13,2026,Angel Martínez,,Cleveland Guardians,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,home,1,Walbert Ureña,Reid Detmers,Reid Detmers,672282,L,Reid Detmers,672282,Parker Messick,800048,1000,FanDuel,9.09,25.39,missing,,,,,,,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Angel Martínez"",""player_key"":""angel martinez"",""team"":""Cleveland Guardians"",""team_key"":""cleveland guardians"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""1000"",""book"":""FanDuel"",""consensus_odds"":""800"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+1000 | DraftKings:+850 | Caesars:+750 | BetMGM:+725"",""raw_books_seen"":""FanDuel:+1000 | DraftKings:+850 | Caesars:+750 | BetMGM:+725 | FanDuel:+1000"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Angels,probable,5,27.3,3.29,1.43,5.18,7.46,2.25,8.56,5.60,0.66,44.91,NEUTRAL,44.91,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH,,0.00,NO_MATCH,cleveland guardians vs los angeles angels,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,67.94,LIVE,58.68,NEUTRAL,80.73,EXHAUSTED,210,10.7,8,5,2,1,1,Alek Manoah 91 pitches 1 app | José Fermin 34 pitches 2 app,4.58,1.44,0.95,8.68,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,94.88,0.00,55.00,44.91,47.00,50.00,50.00,52.00,25.39,LONGSHOT
133,2026-05-13,2026,Vladimir Guerrero Jr.,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,home,1,Shane McClanahan,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,1000,FanDuel,9.09,25.34,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Vladimir Guerrero Jr."",""player_key"":""vladimir guerrero"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""1000"",""book"":""FanDuel"",""consensus_odds"":""850"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+1000 | Caesars:+850 | DraftKings:+800"",""raw_books_seen"":""FanDuel:+1000 | Caesars:+850 | DraftKings:+800 | BetMGM:+425 | FanDuel:+1000"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,8,39.7,2.27,0.98,3.48,6.96,0.00,9.30,3.40,0.23,8.30,AVOID,8.30,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,tampa bay rays vs toronto blue jays,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.78,RESPECT,40.58,RESPECT,45.83,NORMAL,121,6.3,7,3,1,0,1,Bryan Baker 26 pitches 2 app,3.43,1.15,1.04,7.88,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,94.88,0.00,55.00,35.00,62.00,50.00,50.00,52.00,25.34,LONGSHOT
134,2026-05-13,2026,Andrew Benintendi,,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Scheduled,Rate Field,home,1,Stephen Kolek,Seth Lugo,Seth Lugo,607625,R,Seth Lugo,607625,Noah Schultz,702273,1000,DraftKings,9.09,25.34,missing,,,,,,,Chicago White Sox,Kansas City Royals @ Chicago White Sox,"{""player"":""Andrew Benintendi"",""player_key"":""andrew benintendi"",""team"":""Chicago White Sox"",""team_key"":""chicago white sox"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""1000"",""book"":""DraftKings"",""consensus_odds"":""1000"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+1000 | FanDuel:+1000 | Caesars:+950"",""raw_books_seen"":""DraftKings:+1000 | FanDuel:+1000 | Caesars:+950 | BetMGM:+600"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Kansas City Royals,probable,2,10.0,2.70,0.70,3.47,9.26,2.70,7.20,1.80,0.90,13.93,AVOID,13.93,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,,0.00,NO_MATCH,chicago white sox vs kansas city royals,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,39.85,RESPECT,55.68,NEUTRAL,18.00,FRESH,95,5.0,5,3,0,0,0,,4.25,1.36,1.10,8.59,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,94.88,0.00,55.00,35.00,62.00,50.00,50.00,52.00,25.34,LONGSHOT
135,2026-05-13,2026,Cam Smith,,Houston Astros,Seattle Mariners,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,home,1,Bryan Woo,Bryce Miller,Bryce Miller,682243,R,Bryce Miller,682243,Lance McCullers Jr.,621121,1000,FanDuel,9.09,25.09,missing,,,,,,,Houston Astros,Seattle Mariners @ Houston Astros,"{""player"":""Cam Smith"",""player_key"":""cam smith"",""team"":""Houston Astros"",""team_key"":""houston astros"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""1000"",""book"":""FanDuel"",""consensus_odds"":""825"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+1000 | Caesars:+850 | DraftKings:+800 | BetMGM:+725"",""raw_books_seen"":""FanDuel:+1000 | Caesars:+850 | DraftKings:+800 | BetMGM:+725 | FanDuel:+1000"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Seattle Mariners,probable,9,49.0,4.04,1.02,3.75,7.83,4.50,7.53,1.47,1.10,30.17,AVOID,30.17,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,,0.00,NO_MATCH,houston astros vs seattle mariners,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,38.20,RESPECT,43.06,RESPECT,31.48,FRESH,98,6.0,6,1,1,0,1,Eduard Bazardo 32 pitches 2 app,3.72,1.23,1.03,8.66,Opponent bullpen RESPECT | Quality RESPECT | Fatigue FRESH,94.88,0.00,55.00,35.00,59.00,50.00,50.00,52.00,25.09,LONGSHOT
136,2026-05-13,2026,Gabriel Moreno,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Scheduled,Globe Life Field,away,0,MacKenzie Gore,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,1200,FanDuel,7.69,24.95,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Gabriel Moreno"",""player_key"":""gabriel moreno"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""1200"",""book"":""FanDuel"",""consensus_odds"":""1100"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+1200 | DraftKings:+1100 | Caesars:+1100 | BetMGM:+800"",""raw_books_seen"":""FanDuel:+1200 | DraftKings:+1100 | Caesars:+1100 | BetMGM:+800"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,9,43.0,5.02,1.35,4.42,8.24,6.75,10.67,4.60,1.26,64.48,LIVE,64.48,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,,0.00,NO_MATCH,arizona diamondbacks vs texas rangers,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,37.57,RESPECT,43.31,RESPECT,29.65,FRESH,98,8.3,5,2,1,0,0,,3.58,1.21,1.12,8.84,Opponent bullpen RESPECT | Quality RESPECT | Fatigue FRESH,77.38,0.00,55.00,64.48,56.00,50.00,50.00,52.00,24.95,LONGSHOT
137,2026-05-13,2026,MJ Melendez,,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Scheduled,Citi Field,home,1,Jack Flaherty,Framber Valdez,Framber Valdez,664285,L,Framber Valdez,664285,Christian Scott,681035,1300,DraftKings,7.14,24.94,missing,,,,,,,New York Mets,Detroit Tigers @ New York Mets,"{""player"":""MJ Melendez"",""player_key"":""mj melendez"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""1300"",""book"":""DraftKings"",""consensus_odds"":""1200"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+1300 | FanDuel:+1200 | Caesars:+950"",""raw_books_seen"":""DraftKings:+1300 | FanDuel:+1200 | Caesars:+950 | BetMGM:+475"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Detroit Tigers,probable,9,37.7,5.73,1.73,5.70,7.91,6.57,10.51,6.93,1.19,83.89,ATTACK,83.89,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,,0.00,NO_MATCH,detroit tigers vs new york mets,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,44.74,RESPECT,46.16,RESPECT,42.77,NORMAL,129,9.7,6,2,1,1,0,Drew Anderson 39 pitches 1 app,3.93,1.32,0.85,8.68,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,70.50,0.00,55.00,83.89,43.00,50.00,50.00,52.00,24.94,LONGSHOT
138,2026-05-13,2026,Riley Greene,,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Scheduled,Citi Field,away,0,Freddy Peralta,Christian Scott,Christian Scott,681035,R,Christian Scott,681035,Framber Valdez,664285,850,FanDuel,10.53,24.86,missing,,,,,,,Detroit Tigers,Detroit Tigers @ New York Mets,"{""player"":""Riley Greene"",""player_key"":""riley greene"",""team"":""Detroit Tigers"",""team_key"":""detroit tigers"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""850"",""book"":""FanDuel"",""consensus_odds"":""850"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+850 | DraftKings:+850 | Caesars:+850"",""raw_books_seen"":""FanDuel:+850 | DraftKings:+850 | Caesars:+850 | BetMGM:+450"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,New York Mets,probable,9,48.3,3.17,1.24,4.26,8.34,1.69,8.94,3.54,0.93,32.03,AVOID,32.03,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,,0.00,NO_MATCH,detroit tigers vs new york mets,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,34.26,AVOID,41.51,RESPECT,24.24,FRESH,109,7.0,3,2,1,1,0,David Peterson 77 pitches 1 app,3.84,1.26,0.87,9.46,Opponent bullpen AVOID | Quality RESPECT | Fatigue FRESH,100.00,0.00,55.00,35.00,43.00,50.00,50.00,52.00,24.86,LONGSHOT
139,2026-05-13,2026,Dillon Dingler,,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Scheduled,Citi Field,away,0,Freddy Peralta,Christian Scott,Christian Scott,681035,R,Christian Scott,681035,Framber Valdez,664285,600,FanDuel,14.29,24.86,missing,,,,,,,Detroit Tigers,Detroit Tigers @ New York Mets,"{""player"":""Dillon Dingler"",""player_key"":""dillon dingler"",""team"":""Detroit Tigers"",""team_key"":""detroit tigers"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""600"",""book"":""FanDuel"",""consensus_odds"":""600"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+600 | DraftKings:+600 | BetMGM:+600 | Caesars:+525"",""raw_books_seen"":""FanDuel:+600 | DraftKings:+600 | BetMGM:+600 | Caesars:+525 | FanDuel:+600"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,New York Mets,probable,9,48.3,3.17,1.24,4.26,8.34,1.69,8.94,3.54,0.93,32.03,AVOID,32.03,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,,0.00,NO_MATCH,detroit tigers vs new york mets,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,34.26,AVOID,41.51,RESPECT,24.24,FRESH,109,7.0,3,2,1,1,0,David Peterson 77 pitches 1 app,3.84,1.26,0.87,9.46,Opponent bullpen AVOID | Quality RESPECT | Fatigue FRESH,100.00,0.00,55.00,35.00,43.00,50.00,50.00,52.00,24.86,LONGSHOT
140,2026-05-13,2026,Javier Sanoja,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Bailey Ober,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,980,FanDuel,9.26,24.80,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Javier Sanoja"",""player_key"":""javier sanoja"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""980"",""book"":""FanDuel"",""consensus_odds"":""900"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+980 | BetMGM:+900 | Caesars:+850"",""raw_books_seen"":""FanDuel:+980 | BetMGM:+900 | Caesars:+850"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,9,48.0,3.75,1.10,4.41,8.23,3.38,6.94,2.81,0.94,34.07,AVOID,34.07,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,,0.00,NO_MATCH,miami marlins vs minnesota twins,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,52.05,NEUTRAL,57.07,NEUTRAL,45.12,NORMAL,152,8.0,5,3,2,2,0,Kendry Rojas 60 pitches 1 app | Travis Adams 43 pitches 1 app,4.56,1.37,0.96,7.77,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,97.00,0.00,55.00,35.00,50.00,50.00,50.00,52.00,24.80,LONGSHOT
141,2026-05-13,2026,Ke'Bryan Hayes,,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Scheduled,Great American Ball Park,home,1,Miles Mikolas,Jake Irvin,Jake Irvin,663623,R,Jake Irvin,663623,Nick Lodolo,666157,1600,FanDuel,5.88,24.78,missing,,,,,,,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,"{""player"":""Ke'Bryan Hayes"",""player_key"":""kebryan hayes"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""1600"",""book"":""FanDuel"",""consensus_odds"":""1500"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+1600 | Caesars:+1500 | DraftKings:+1200"",""raw_books_seen"":""FanDuel:+1600 | Caesars:+1500 | DraftKings:+1200 | BetMGM:+800 | FanDuel:+1600"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Washington Nationals,probable,6,36.0,7.00,1.53,5.94,9.21,4.26,6.00,3.25,2.25,86.20,ATTACK,86.20,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,,0.00,NO_MATCH,cincinnati reds vs washington nationals,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,53.58,NEUTRAL,69.30,LIVE,31.88,FRESH,88,5.0,6,2,2,1,0,Paxton Schultz 8 pitches 2 app | Brad Lord 36 pitches 1 app,4.76,1.42,1.42,7.53,Opponent bullpen NEUTRAL | Quality LIVE | Fatigue FRESH,54.75,0.00,55.00,86.20,78.00,50.00,50.00,52.00,24.78,LONGSHOT
142,2026-05-13,2026,Leody Taveras,,Baltimore Orioles,New York Yankees,New York Yankees @ Baltimore Orioles,824841,2026-05-13T17:05:00Z,Scheduled,Oriole Park at Camden Yards,home,1,Will Warren,Max Fried,Max Fried,608331,L,Max Fried,608331,,,820,DraftKings,10.87,24.78,missing,,,,,,,Baltimore Orioles,New York Yankees @ Baltimore Orioles,"{""player"":""Leody Taveras"",""player_key"":""leody taveras"",""team"":""Baltimore Orioles"",""team_key"":""baltimore orioles"",""game"":""New York Yankees @ Baltimore Orioles"",""game_key"":""new york yankees @ baltimore orioles"",""market"":""HR"",""line"":""0.5"",""odds"":""820"",""book"":""DraftKings"",""consensus_odds"":""785"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+820 | FanDuel:+820 | Caesars:+750 | BetMGM:+725"",""raw_books_seen"":""DraftKings:+820 | FanDuel:+820 | Caesars:+750 | BetMGM:+725 | DraftKings:+820"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,New York Yankees,probable,9,47.3,3.42,1.16,3.19,9.30,5.06,11.22,2.28,1.14,31.45,AVOID,31.45,MATCH,Camden Yards,Camden Yards,Baltimore Orioles,42.00,42.00,42.00,NEUTRAL,Slight HR suppressor,MATCH,,0.00,NO_MATCH,baltimore orioles vs new york yankees,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,39.19,RESPECT,31.73,AVOID,49.50,NORMAL,120,8.0,10,1,0,0,0,Tim Hill 15 pitches 2 app | Fernando Cruz 31 pitches 2 app | Jake Bird 19 pitches 2 app,3.13,1.15,0.81,8.91,Opponent bullpen RESPECT | Quality AVOID | Fatigue NORMAL,100.00,0.00,55.00,35.00,42.00,50.00,50.00,52.00,24.78,LONGSHOT
